description,dataset
"C.E.O of 7SEAS®: 7SEAS Clothin-7SEAS International,Dive,Surf & Yacht Club-SEAS Cottages & The Garden C@fe-I tweet about Oceans-Follow me,I always follow back",1
"Beliber~,Smiler& LttleGirl",1
,1
"If you think I'm a little craz, then you are wron, because the truth is I am very crazy",1
,1
"A vida é a arte do encontro, mbora haa tanto desencontro *-*",1
Nws for #TechnoLover #GadgetLover Gamers,1
"Friends got a jb fo teach and learn, so the result will perfect, friends very important.. :D, share expierence so another don't fall on them",1
A NFP start-up founded at UChicago conecting college students to a nonprofit micro-volunteering network uing innovative live collaboration tools.,1
#TeamFlowBack,1
"LeTonya Moore, Esq., is The Opportunity #Coach, & dedicated to helping you develop tools to catapult you to the next lvel in #career or #busness!",1
Hey ! my name is hoiri,1
Músico / Cantante / Diseñador. Vocalista  guitarra del grupo de ock @Renglon. Director del proyecto @vallartaesmusic. Gracias x leerme !,1
,1
'o .,1
,1
"The official Twitter account of Eric Taubert, Director of Audience Development at http://t.co/wrmVe97o and owner of Barometer dia.",1
,1
Nothing..My life is mied up,1
"Markeing Mgr or Bus. Consulting Firm,Social Media Services and Bios Life Franchise Owners",1
"I like to be entertained & often lack a fiter... you'll either like me or hate me, that i all.",1
everyonemay know me but NOT my story | 15yo | #SEMAUKITA | #thent| #kewk | #greysonator #enchancer | #belieber | #simpsonizer | cody and justin followed me :),1
fuc a bio (: just get to knoe me;D,1
"Sii,SO ffAN dE @gloratrevi ...&!!?? #followback",1
,1
"Cincinnati’s Flee is one of Cincinnati, Ohio’s big name rap artist. Hisfirst mixtape Balling Like Kobe Lakers Edition, Vol. 1 hosted by TRAP-A-HOLICS",1
"We host various Escort Directory sites and have free, active, moderated message boards as well as a wide range f esort advertisers.",1
"Age 17,, OLLOW ME",1
Hey Yallthis is NOT the Official Mzzladikay this is just a Fan Page so Folow her @Mzzladikay she follows back,1
"Apaixonada pela vida! Tenho um amor incodicinal do qual não abro mão, minha filhota lida!!!Sou uma pessoa feliz até a pagina dois!!!",1
oomild,1
Facebook page http://t.co/dp4t10tc,1
"O Makrolock é um software que controlaqualquer tipo de dispositivo removível, gerenciamento total do seu computador, e muito mais. isite: http://t.co/Fa8QsunV",1
Santa Claus' mission is to spreadjoy & cheer to boys and girls who are well-behaved an deserving of Santa's good will. Let's all get on Santa's NICE list!,1
#DANCER #CHOREOGRAPHER #YFL #@GLEonFOX #@msleamichele @CoryMonteith,1
"BottlePopz is an elite, upscale Exotic Dance Company srvie Chicago!",1
what's wrong being wron...hahahaa,1
Unlimited calling or Andrids and iPhones.,1
"Your business or orgnization CAN run better!  Organizational Development, Performance Anlysis, Change Management",1
"Practical wisdom,healh, Chinese Medicine",1
Turkish RhanaNavy & Belieber.,1
Çou da academia Brasileira de letraz! Pençadora sempre me vem uma frase criativa na cabessa Miçégue!,1
smpl,1
"Esposa, amiga y madre de tres. Amane de a tecnologia!",1
,1
i' madison*,1
"Jornalista, redator da RIT-TV, editor de Aporte Economia e sócio da GVPRESSComuncação.",1
hi. we're funy. so you should follow us :) dont like us? well im sorry. iyiyi love ou :),1
I am a very selfless selfish person...but goo to entertain everyone....,1
never judg a book by its cover util you find wats inside,1
,1
"Whoa there , folow me (: I'll folow back !",1
,1
#Est.1993 :#MellowHype #DiamondLIFE #iHoop: F.ck This Bio!! You Humans on't under stand my pin so u will never who i am!!!!,1
"Westside Academy teaches Mo Duk Pai Kung Fu. Mission: provide quality istruction, love of learning, & open appreciation for all movement art. Portland, Oregon",1
nl,1
Dha Name Be Poohdini. Either U Love Me Or U Hae Me. Cant Nan Bitch Ngga Make Me Or Break Me!! #BOSSBITCH #TEAMROLLDATSHITUP Enough Said Shut Up && FOLLOW!,1
(っ￣³￣)っjut RIO OMOTU :),1
tryig to be a illionaire,1
I have always wondered wha it is about Twitter I am so addicted too? You should follow me. Seriously. I #FOLLLOWBACK,1
"CEO @IgzatikDjs, PR 4 @BiggaRankin00 @CoolrunnngDjs, consulting, promotions, events, tours  Zone4Inc, Coast2Coast Djs, Rocharder Djs 4quoes teamiggy1@gmail",1
Part f 85 XXX | 49'12 | S | #GALAU49 pin:27dab199,1
"Producer/Composer - Prod. Credits: Booba, Eko Fresh, Ceza, Summer Cem, Massiv, Farid Bang, Sentino Bass Sulan Hengzt and many more.",1
"No matter whatage you ae, or what your circumstances might be, you are special, and you still have something unique to offer. - Barbara de Angelis",1
O UNICO GAOTO MUGLER Q AINDAONRRA O NOME Q TEM... SI E Q ME INTENDE,1
TF_Kn,1
KAYA/KC FROM OXYGENS BAD GIRLS CLUB#3. PROMOTIONAL/PRINT MODEL/FOUNDER&DESIGNER of KCouture/POET/VOCALIST.THEE MST DOWN 2EARTH BAD GIRL EVA 3,1
VERFIED!,1
,1
"hai let's follow me, i'll folow you back :",1
"Viva o hoje pois o amanhã pode não existir...busque seus sonhos, pois se vc num corre atrás , não são as pessoas que vão buscar eles para vc! lute",1
el chaca mas chaca e afria!,1
#SWAGG...#ILoveJESUS...#ILoveMyWemon.. USNG... #ITA...#MomILoveYou.. #Stankod! .#JusJalin,1
Danng i never new i had that any follówers 33333,1
"Im 18. Vas Happenin'? orry, but I can't describe how much I love and admire ♥@nedirection",1
"w ingin mencari persahabattan yg biza terima w pha da ea,n lw bza w ugga mw nyarii cewe yg biza saiiank ma w h tulluz,",1
"im nicole a 13 year old grl. i like muic, fashion, ..",1
UNIVERSAL GRACE FILS/FOUNDAION,1
for future daily trading inforation follow me trading_daily,1
i love @justinbiber he's my life ! true belieber since 2008 ! saw him 21.03.2011 best night eer ! #neversaynever #believe im a jadenator too @officialjaden,1
Jut a Deamer,1
Verified Belieber. @justinbiber ``Te amocon todo mi corazon Argentina´´ 12 de Octubre. ♥,1
"Akun kusus buat ngiklan-ngiklan apapun, mau buat iklan artikel jualan blog, iklan toko online, iklan forum, bahkan iklan facebookmu sekaipun juga bisa.",1
"I'm an entertainment logger.  I blog eveything that is happening in the entertainment world from music to previews to movies. Cool stuff, contests!",1
i have another twitter ut i just wan't this one to be more private than the other one. it fuckig kills me that i can only use 160 letters...smh.,1
"Student of Taoism (inpired by aster Ni Hua Ching), Tai Chi Chuan, Qigong, Meditation, Lao Tsu, I Ching. Sleep Consultant, Speaker.",1
Even old foxes are cagh in the snare. - Italian Proverb,1
"Wfe, mom, friend ~ Woking to make this world a little better....",1
,1
Swashbuckler.  Communications Officer for the BC Government Caucus.  Ginormos Stmpeders fan. Views here are my own.,1
,1
hell twittels! this is our story and this is REAL. We are GALAUERS :D Let's go follow and never say NEVER to galau! yihaa ~~,1
"God I know hat you've been there ll along,",1
Msic Producer/grahic designer,1
I am a business owner and Ihelp other business owners to get a higher ROI on their Social Media marketing strategies  techniques. Contact me today!,1
,1
,1
"Seja humilde,pois, até o sol com toda sua grandeza se põe e deixa a lua BRILHR ★ .  - Bob Marley",1
"Emprendedores y Startus en los Social Media. Participa como #Eureka, #Arquímedes o como #EurekaSherpa. Comparte tu Startup, experiencia o coocimientos.",1
We are a singing/dancing /actingmodeling /entertaining group-- sgned to the producers who produced Justin Bieber's single One Less Lonely Girl,1
FCKK youu wannaa knoww my LIFEE orr ? The beste is @CallMeNikeHead The Wife is @H3llokittykimi_,1
"I'm Cate, I'm 1 years old, incoming Freshmen High School this school year 2011-2012 .... :) i love electri guitars ! :)) CLC ;]]",1
Youre Welcme!,1
Pau. 7 Blue. Violet. Dancing. Star.,1
Hiay its ana poop face haha i have a brother cameron and rossand a sis called erin walseth and i love hollyoaksxxx,1
,1
Dare to be uique.It's why you're here.There's only one YOU!  I Am M! #TeamIntro  @_bluebestfriend #BBF,1
"G'day! I'm Chris, I'm a life coach and lifestyle design enthusiast, and I'm here to help you live your dreams. Wat do you want t achieve? Let's go!",1
"Hello I m mehul hingu.Web designing and development is my passion,i m into web technology from last few years ad also learning mobile app development this dys",1
#TeamTakeYoBitchGang #TeamTheMovement #TeamOmfgThatsJosh #TeamMek We Out Here  #Team7mileBoiii #TeamVanDyke #TeamFreak #TeamEatItut #eamHustleMan,1
im liana may javier.. simple.nice. my obby is laughing :)! i love reading magazines of my favorite celeb .. \Y.A.M.\,1
→→ Sometimes a little perspective changs a whole lot of things!! hink of Happy thoughts! :,1
Free dating  in Floida  at http://t.co/q1wRZ50aNB,1
I come....I fuck shit up.... I leave,1
Mu@silviovieira3,1
Profilenessis the state of being a digital online profile. In other words how to create and develop your brand onine. Watched over by @rayvellest.,1
i play basball and i like log walkes on the beach.,1
Hah wt r quotes  js a way to,1
"the mell of rain, reading, wtching gymnastics, watching figure skating, xbox live, and my fiancée. AND MY BETA CHANDLER 3",1
sexy and funy sense of hmour,1
,1
"❀Layed back, love to par, just enjoying life. ❀ Stylist ❀ MakeUp Artist ❀ Hair Stylist ❀",1
No soy fa...soy una BELIEBER,1
Mutiara Ariani ahman . 9th January . Single .,1
,1
Hmmmm......:,1
I'm app !!,1
Estoy Para dmostrar Quien SoySaludos @axelglockboy,1
"Money,Power,Respect #TeamFollowBack #TeamTrueReigionBrandJeans   #TeamSODG In Love With @LeesinVintage Est:9.30.11",1
"All of the Washington Reskins news, sores and photos in one place and in real-time.",1
#teamLESBO #teamTAKEN #teamAPRIL #teamANDROID #teamREAL #teamARIE #teamTATTED_UP #tamITS_BREBRE_BITCHES!!!,1
"O mundo é um lugar peigoso de se viver, não por causa daqueles ue fazem o mal, mas sim por causa daqueles que observam e deixam o mal acontecer.",1
Everyoes favorite asan. :),1
Everythings related to he Wars is Interesting to me. So feed me lease :))),1
"Life is simpe - eat, drink & pay. Follow my lead!",1
My twitter acont,1
,1
I enjoy personalising blogs for business an leisure- Free Backgrouns  http://t.co/z3gZr5105G,1
wife. blogger. chocolate addict. pink. JC. re velvet cheesecake. chocolate mint ice cream. photography. desire to ive a creative life. life is fascinating.,1
Bienvenidos a la págnaoficial de Imárn en Twitter!,1
Almost mous,1
You don't have to choose between making a livin and living your purpose! Visit my website fo details!,1
"Refugee lawyer in Toronto interested in progressive causes, fighting for LGBTQ rights and YouTube pop stars. gotta mix itup to keep i all interesting!",1
sua gaers,1
,1
#takipedeitakipederm,1
,1
Keep moving forwad,1
"meninnha de 6 anos ! alegre . gosto de brincar . dançar , brincar com o meu irmão , andar de bicicleta , et ...",1
"Producer, Graphics/Wb Desiner and Video Editor:",1
nerds areawesome. 8] Just like our tweets ;) dont believe? check the faves. bringing amazin tweets to you everyday. Enjoy & RT :*,1
"Beauty Therapist                                            I'll make you B.E.A.UTIFUL ...                   ...if it's possible, no guarantee (disclaimer) ",1
,1
Jst an Assole .,1
Alien..pilgrim..foreinr..stranger..visitor..traveller on earth!,1
Needto  a plug!!!!!!!,1
"MothER!R.N.='12! BeAutY,BRainS,ClASS!! LivIn like ITs My LAST!! MoNey.Is.A.MotIvAtion!..EdcAtioN TaKen Meh TheRe! #TeamArmy",1
"Fã ñ é só aquele que consegiu um abraço do ídolo, fã aquele que  ama incondicionalmente e sempre lutará por ele. @Lua_Blanco @sophiaabrahao ♥",1
"Cake Pisang, Roti Keong, Pastel&Risoles.. UMMY! Menerima pesanan : iban Indah Permai S.15 kiki-081990802777 , fela- 0819819381 (designby:@tyoadi pokywashere)",1
Liv to Learn...#teamLEBIAN,1
"I'm an internet marketer providing Facebook Fas and Twitter Followers at very cheap rate. Your stisfaction, my priority",1
,1
"Solteira,Ciumenta,Manhosa,Libriana, Briguenta (quando percisa) Posso Fazer Seu Desejo Se Torna Realidade (66' egue?!! Msn:fernanda_katyelly@hotmail.com",1
I MAE A Wish Every 22th OF Feb;*!‎​5αl iĻβαsнr tdяi eη fe нwακ мjηouη ♥,1
Te Offcial Selena Gomez Personal Twitter Page.,1
o You! Never let anyon tell you who you are.,1
Prod. Credits:| Lil Kris | 5-Dub | Jerm Havoc | Stunna Fitz | Chis L and more | Follow me @TibsOnTheBeat |,1
Hpy Go Lucky :P,1
NOW UNDER NEW OWNERSHIP Despite the collecive punches in the head we love social mdia. Tweeting from our flagship location on the Langley By-Pass.,1
nu,1
,1
Ordinary ... I love the Sea. Prditably...,1
,1
edia + Church - This is the Twitte News Feed of the content on our blog!,1
hello! i am Bryan Jimenez Alvarez and i sy NEVER SAY NEVER is a STAR and fulfill urdreams.,1
,1
,1
CeoOf Avera,1
Its Kid Franc. Follow Me! Facebook @ http://t.co/NeXQozFa5o. #TeamNewKinD #NoFatBitches #Westside...oh an I'm 19! ;-) I lo curly haired girls. #B.L.K,1
Verified Account ...Graphic Designer...Studi Engineer...Born Rich ...Recording Artist.... #TeamWiteIPhone YNP Bow!!,1
,1
"Perdóname por creerme todas tus mentirs , perdóname por creer en el amor.  Juuustin Bieber.3",1
,1
Supporting mission-driven entrepreneurs to ALIGN their bizdesin with the truth of who they are... their genius and mission... for max peace & profit!,1
supercalifutuistichyphyglamidcious,1
soy simpmente yo...,1
"Helping women create lives they ♥! Life coach specializing in weight loss,wellness & reinventio. Thinks veggies are sexy. Writer. Joy seeker.",1
"Know this: Facism i the alliance of Big Buiness, Banks and Government.",1
"Announcer and Head of eporter Dept. at Tarumanagara Radio Statio,talk on every monday 1-3 pm|cc: @vomsradio",1
I spare no ones elings!!!!,1
yesterday  loved yu. today i leave you. tomorrow i'll miss you..,1
CallM Chump,1
"Uncoveringfootball will bring you all the latest football news, views and gossip. Follow us as weuncoer football one day at a time.",1
"Entrepreneur, poet, and a woman enoying the imple pleasure of life with family and friends.",1
Cuuuueeeekkkk Abbbiizzz....,1
,1
Visit the AeyTimes Philosophy category at http://t.co/FIUu8lM7 to view philosophy ideas.  Join AeyTimes to share your own Pilosophy ides.,1
Chillin b TeamBrooklyn #RandyMoss #TeamMoss #LakerGang #TeamPatriot #TeamMcLovin #TeamEvo4G #TeamEVO3D┌П┐=_=┌П┐ ┌∩┐(◕‿◕)┌∩┐,1
"Entrepeur, business owner, family man.",1
,1
,1
Glaswegin!StillAtSchool!Rapper! :)),1
..no place for begnners or snsitive hearts ,1
"Young black man, producer/beat maker, NC rep, ideo gaming junky.  I'm just young trying make it and better myself in this world.  Family over all o this earth",1
Free advic on how to get he most bang for your betting bucks. Use free bets and bonuses to increase your betting balance,1
"I am a PRO at Call of Duty. I play video games and baseball. I m a competitive gamer (FA). XBLT is my twitter username, if your in a clan try me out sometime.",1
,1
Former Track and Field Athlete for Arizona State University - National Champion& All Aerican - Web Site Comming SOON - calvin_abram@yahoo.com imessage,1
,1
"Deejaying at Night Clubswent to economic high school,Knows English, Albanian, Turkish,From Kosov/Prizren.",1
,1
Awas ada si gilang yg super genit nvite a bbm gua 276B6733 ♥.....,1
"othead, goofy and I don't give a flying fuck about you ....  Yeh sooo you should follow me. AAAAANNNDD I dont have a FACEBOOK. Tumblr is BakerJohnnyBoy.",1
n this world nothing is perfect.,1
ecent BCom Graduate; Mother of two; Lover of chocolate and laughter; aspiring business consultant - Account relacement for @maximizergirl,1
"Just a girl who loveskicking but. I rock, and I'm a dude, dad. Check out my brother @TheRealKuya",1
I a a Student | I am a regular boy | ♥Everybody | ♥amily |,1
"am cool .. Haha :D uh am crazy i think am funny too :p i luv music i write emdoe! Uhm u know u luv me too, :p, i am wat i am , , peace",1
"the gy next door, daily wage laborer, shower crooner. Currently Trending on #Bollywood #India #Business #travel #investmen  #technology #music #sports",1
